X,Y,objectid,businessunit_name,businessunit_number,businessunit_banner_description,businessunit_type_description,businessunit_isstoreopen,facilitydetails_location_locati,facilitydetails_location_loca_1,facilitydetails_location_loca_2,facilitydetails_location_loca_3,facilitydetails_location_loca_8,businessunit_status_code,op_status,Modified_Operating_Hours_,Pharmacy_open_to_public_,Fuel_Station_open_to_public_,bu_num,Grocery_delivery_service,Grocery_delivery_status,Online_grocery_pickup,Online_grocery_pickup_status
-76.983983,39.5854660000001,16137,"WESTMINSTER, MD",1867,Wal-Mart,Retail,1,280 WOODWARD RD,WESTMINSTER,CARROLL,MD,21157-4677,2,Open,,Y,Y,1867,No,,No,
-70.2381779999999,44.1177420000001,16138,"AUBURN, ME",1868,WM Supercenter,Retail,1,100 MOUNT AUBURN AVE,AUBURN,ANDROSCOGGIN,ME,04210-8651,5,Open,,Y,Y,1868,Yes,Available,Yes,Available
-74.915418,39.896243,16139,"MARLTON, NJ",1869,Wal-Mart,Retail,1,150 E ROUTE 70,MARLTON,BURLINGTON,NJ,08053-1856,2,Open,,Y,Y,1869,No,,No,
-117.175627,46.712044,16141,PULLMAN WA,1870,WM Supercenter,Retail,1,1690 SE HARVEST DR,PULLMAN,WHITMAN,WA,99163-6000,5,Open,,Y,Y,1870,No,,Yes,Available
-75.958967,43.9765770000001,16142,"WATERTOWN, NY",1871,WM Supercenter,Retail,1,20823 STATE ROUTE 3,WATERTOWN,JEFFERSON,NY,13601-5577,5,Open,,Y,Y,1871,No,Available,No,Available
-111.990775,46.593418,16143,"HELENA, MT",1872,WM Supercenter,Retail,1,2750 PROSPECT AVE,HELENA,LEWIS AND CLARK,MT,59601-9741,5,Open,,Y,Y,1872,No,,Yes,Available
-71.4985849999999,41.7880950000001,16144,"PROVIDENCE/CRANSTON, RI",1873,WM Supercenter,Retail,1,1776 PLAINFIELD PIKE,CRANSTON,PROVIDENCE,RI,02921-2042,5,Open,,Y,Y,1873,Yes,,Yes,Available
-82.3103159999999,26.9322720000001,16145,"ENGLEWOOD, FL",1874,WM Supercenter,Retail,1,2931 S MCCALL RD,ENGLEWOOD,CHARLOTTE,FL,34224-8607,5,Open,,Y,Y,1874,No,Available,Yes,Available
-76.646671,39.1463650000001,16146,"GLEN BURNIE, MD",1875,WM Supercenter,Retail,1,407 GEORGE CLAUS BLVD,SEVERN,ANNE ARUNDEL,MD,21144-1317,5,Open,,Y,Y,1875,No,Available,Yes,Available
-105.127543,40.1493780000001,16148,LONGMONT ALT CO,4987,Sam's Club,Wholesale,1,1200 SOUTH HOVER,LONGMONT,BOULDER,CO,80501-0000,2,Open,,Y,Y,4987,,,Yes,
-85.425481,32.608056,16150,"AUBURN, AL",4989,Sam's Club,Wholesale,1,2335 BENT CREEK RD,AUBURN,LEE,AL,36830-6434,2,Open,,Y,Y,4989,,,Yes,
-97.945622,36.3877840000001,16151,ENID OK,499,WM Supercenter,Retail,1,5505 W OWEN K GARRIOTT RD,ENID,GARFIELD,OK,73703-6075,5,Open,,Y,Y,499,No,,No,Available
-87.855957,30.6588190000001,16152,"DAPHNE, AL",4990,Sam's Club,Wholesale,1,29683 FREDERICK BLVD,DAPHNE,BALDWIN,AL,36526-9571,2,Open,,Y,Y,4990,,,Yes,
-80.7940149999999,28.362441,16153,"COCOA, FL",4991,Sam's Club,Wholesale,1,450 TOWNSEND RD,COCOA,BREVARD,FL,32926-3308,2,Open,,Y,Y,4991,,,Yes,
-85.8907839999999,37.7277110000001,16154,"ELIZABETHTOWN, KY",4992,Sam's Club,Wholesale,1,1500 RING RD,ELIZABETHTOWN,HARDIN,KY,42701-7984,2,Open,,Y,Y,4992,,,Yes,Available
-77.025542,40.250572,16156,MECHANICSBURG PA,4994,Sam's Club,Wholesale,1,6520 CARLISLE PIKE SUITE #250,MECHANICSBURG,CUMBERLAND,PA,17050-0000,2,Open,,Y,Y,4994,,,,
-79.4301389999999,36.5858860000001,16158,"DANVILLE (C), VA",4996,Sam's Club,Wholesale,1,215 PIEDMONT PL,DANVILLE,DANVILLE CITY,VA,24541-4176,2,Open,,Y,Y,4996,Yes,,Yes,
-81.931247,28.9344970000001,16160,"THE VILLAGES, FL",4998,Sam's Club,Wholesale,1,755 N. HWY 27/441,LADY LAKE,LAKE,FL,32159-3196,2,Open,,Y,Y,4998,,,Yes,
-91.3272919999999,39.9384640000001,16161,"QUINCY, IL",4999,Sam's Club,Wholesale,1,700 N 54TH ST,QUINCY,ADAMS,IL,62305-7909,2,Open,,Y,Y,4999,,,Yes,
-92.437042,35.108595,16162,CONWAY AR,5,WM Supercenter,Retail,1,1155 HWY 65 NORTH,CONWAY,FAULKNER,AR,72032-0000,5,Open,,Y,Y,5,No,Available,Yes,Available
-95.140373,36.631856,16163,VINITA OK,50,WM Supercenter,Retail,1,268 S 7TH ST,VINITA,CRAIG,OK,74301-3737,5,Open,,Y,Y,50,No,,No,
-106.438333,31.896236,16164,EL PASO TX,500,WM Supercenter,Retail,1,4530 WOODROW BEAN,EL PASO,EL PASO,TX,79924-4408,5,Open,,Y,Y,500,No,Available,No,Available
-107.063224,37.2596830000001,16167,PAGOSA SPRINGS CO,5003,WM Supercenter,Retail,1,211 ASPEN VILLAGE DRIVE,PAGOSA SPRINGS,ARCHULETA,CO,81147-0000,2,Open,,Y,Y,5003,No,,Yes,
-81.7570479999999,30.2715480000001,16169,JACKSONVILLE WILSON FL,5005,Neighborhood Market,Retail,1,6855 WILSON BOULEVARD,JACKSONVILLE,DUVAL,FL,32210-0000,2,Open,,Y,Y,5005,No,,No,
-121.951128,38.350599,16171,VACAVILLE CA,5007,Neighborhood Market,Retail,1,2050 NUT TREE RD,VACAVILLE,SOLANO,CA,95687-7108,2,Open,,Y,Y,5007,No,,No,Available
-116.979639,33.7454480000001,16172,HEMET CA,5008,Neighborhood Market,Retail,1,859 W FLORIDA AVE,HEMET,RIVERSIDE,CA,92543-0000,2,Open,,Y,Y,5008,No,,No,Available
-89.146671,31.7095410000001,16174,LAUREL MS,501,WM Supercenter,Retail,1,1621 HIGHWAY 15 N,LAUREL,JONES,MS,39440-2123,5,Open,,Y,Y,501,Yes,Available,Yes,Available
-84.424005,33.6562280000001,16175,DELTA PHARMACY ATLANTA GA,5010,WM On Campus/RX Facilities,Retail,1,1030 DELTA BLVD,ATLANTA,FULTON,GA,30354-1989,2,Open,,Y,Y,5010,No,,No,
-74.7148539999999,40.234176,16176,HAMILTON NJ,5012,WM Supercenter,Retail,1,1750 NOTTINGHAM WAY,HAMILTON,MERCER,NJ,08619-3551,2,Open,,Y,Y,5012,Yes,Available,Yes,Available
-79.964871,36.0288190000001,16177,HIGH POINT WENDOVER NC,5013,Neighborhood Market,Retail,1,4102 PRECISION WAY,HIGH POINT,GUILFORD,NC,27265-0000,2,Open,,Y,Y,5013,No,,Yes,
-79.848981,36.0386280000001,16178,GREENSBORO HIGHT POINT NC,5014,Neighborhood Market,Retail,1,3605 HIGH POINT RD,GREENSBORO,GUILFORD,NC,27407-4625,2,Open,,Y,Y,5014,No,Not Available,Yes,Not Available
-90.324403,29.470675,16183,GALLIANO LA,502,WM Supercenter,Retail,1,16759 HIGHWAY 3235,GALLIANO,LAFOURCHE,LA,70345-4053,5,Open,,Y,Y,502,Yes,Available,Yes,Available
-96.676371,32.835963,16185,DALLAS TX,5021,Neighborhood Market,Retail,1,2275 GUS THOMASSON RD,DALLAS,DALLAS,TX,75228-3002,2,Open,,Y,Y,5021,Yes,Available,Yes,Available
-90.070212,29.925147,16186,NEW ORLEANS (HRI) LA,5022,WM Supercenter,Retail,1,1901 TCHOUPITOULAS ST,NEW ORLEANS,ORLEANS,LA,70130-1915,2,Open,,Y,Y,5022,Yes,Available,Yes,Available
-117.099314,32.6747720000001,16187,NATIONAL CITY CA,5023,WM Supercenter,Retail,1,1200 HIGHLAND AVE,NATIONAL CITY,SAN DIEGO,CA,91950-3541,5,Open,,Y,Y,5023,No,Available,Yes,
-85.006727,41.1283290000001,16189,FT WAYNE IN,5025,WM Supercenter,Retail,1,10420 MAYSVILLE RD,FORT WAYNE,ALLEN,IN,46835-9762,2,Open,,Y,Y,5025,No,Available,Yes,Available
-78.6940089999999,42.882479,16191,LANCASTER NY,5027,WM Supercenter,Retail,1,4975 TRANSIT RD,LANCASTER,ERIE,NY,14043-4617,2,Open,,Y,Y,5027,No,Available,Yes,
-83.612996,41.6097960000001,16192,TOLEDO (C) OH,5028,WM Supercenter,Retail,1,2925 GLENDALE AVE,TOLEDO,LUCAS,OH,43614-2684,5,Open,,Y,Y,5028,No,,Yes,
-83.4596349999999,41.6396310000001,16193,OREGON OH 11-11-02,5029,WM Supercenter,Retail,1,3721 NAVARRE AVE,OREGON,LUCAS,OH,43616-3433,5,Open,,Y,Y,5029,No,Available,Yes,Available
-96.538371,29.6945860000001,16194,COLUMBUS TX,503,Wal-Mart,Retail,1,2103 MILAM ST,COLUMBUS,COLORADO,TX,78934-3013,2,Open,,Y,Y,503,No,,No,
-83.6806539999999,41.674558,16195,TOLEDO (NW) OH,5030,WM Supercenter,Retail,1,5821 W CENTRAL AVE,TOLEDO,LUCAS,OH,43615-1403,5,Open,,Y,Y,5030,Yes,Available,Yes,Available
-111.089446,32.3562620000001,16196,"MARANA, AZ 11-12-02",5031,WM Supercenter,Retail,1,8280 N CORTARO RD,MARANA,PIMA,AZ,85743-9393,2,Open,,Y,Y,5031,No,Available,Yes,Available
-117.986787,33.8446720000001,16197,BUENA PARK CA,5032,Wal-Mart,Retail,1,8450 LA PALMA AVE,BUENA PARK,ORANGE,CA,90620-3210,2,Open,,Y,Y,5032,No,,Yes,
-103.769474,40.2609370000001,16198,"FORT MORGAN, CO",5033,WM Supercenter,Retail,1,1300 BARLOW RD,FORT MORGAN,MORGAN,CO,80701-4363,2,Open,,Y,Y,5033,No,,No,
-81.814048,26.610823,16199,"FORT MYERS, FL",5034,WM Supercenter,Retail,1,4770 COLONIAL BLVD,FORT MYERS,LEE,FL,33966-1034,2,Open,,Y,Y,5034,Yes,Available,Yes,Available
-81.9703489999999,27.9334040000001,16200,MULBERRY FL,5035,WM Supercenter,Retail,1,6745 N CHURCH AVE,MULBERRY,POLK,FL,33860-2080,2,Open,,Y,Y,5035,No,Available,Yes,Available
-82.552239,28.0618430000001,16201,TAMPA (GUNN) FL,5036,WM Supercenter,Retail,1,6192 GUNN HWY,TAMPA,HILLSBOROUGH,FL,33625-4014,2,Open,,Y,Y,5036,No,Available,Yes,Available
-81.534526,30.619654,16202,YULEE FL,5037,WM Supercenter,Retail,1,464016 STATE ROAD 200,YULEE,NASSAU,FL,32097-6339,2,Open,,Y,Y,5037,Yes,Available,Yes,Available
-88.2072239999999,41.653333,16203,"PLAINFIELD, IL",5038,WM Supercenter,Retail,1,12690 S ROUTE 59,PLAINFIELD,WILL,IL,60585-5412,5,Open,,Y,Y,5038,No,Available,No,Available
-75.546172,39.102653,16204,CAMDEN DE 11-12-02,5039,WM Supercenter,Retail,1,263 WALMART DR,CAMDEN,KENT,DE,19934-1308,2,Open,,Y,Y,5039,Yes,Available,Yes,Available
-94.833052,29.2649970000001,16205,GALVESTON TX,504,WM Supercenter,Retail,1,6702 SEAWALL BLVD,GALVESTON,GALVESTON,TX,77551-9001,5,Open,,Y,Y,504,No,Not Available,Yes,Not Available
-80.096172,40.3868890000001,16206,CARNEIGIE PA,5040,Wal-Mart,Retail,1,2200 WASHINGTON PIKE,CARNEGIE,ALLEGHENY,PA,15106-3750,2,Open,,Y,Y,5040,Yes,Available,Yes,Available
-122.171843,47.167742,16207,BONNEY LAKE WA,5041,WM Supercenter,Retail,1,19205 STATE ROUTE 410 E,BONNEY LAKE,PIERCE,WA,98391-6305,5,Open,,Y,Y,5041,Yes,Available,Yes,Available
-89.830391,35.0221530000001,16209,MEMPHIS TN 09-11-02,5043,Neighborhood Market,Retail,1,6990 E SHELBY DR,MEMPHIS,SHELBY,TN,38125-3416,2,Open,,Y,Y,5043,Yes,Available,Yes,Available
-90.445777,42.4350470000001,16210,GALENA IL,5044,WM Supercenter,Retail,1,10000 BARTEL BLVD,GALENA,JO DAVIESS,IL,61036-8219,2,Open,,Y,Y,5044,No,,Yes,
-95.5950989999999,30.0141560000001,16211,HOUSTON (SPG CYP) TX,5045,WM Supercenter,Retail,1,22605 STATE HIGHWAY 249,TOMBALL,HARRIS,TX,77375-8239,2,Open,,Y,Y,5045,No,Not Available,Yes,Not Available
-78.4975019999999,35.6618090000001,16212,CLAYTON NC,5046,WM Supercenter,Retail,1,805 TOWN CENTER BOULEVARD,CLAYTON,JOHNSTON,NC,27520-2179,2,Open,,Y,Y,5046,Yes,Available,Yes,Available
-75.084217,39.8921280000001,16213,"AUDUBON, NJ",5047,Wal-Mart,Retail,1,130 BLACK HORSE PIKE,AUDUBON,CAMDEN,NJ,08106-1960,2,Open,,Y,Y,5047,No,,Yes,
-83.6133129999999,42.513919,16214,"NEW HUDSON, MI",5048,WM Supercenter,Retail,1,30729 LYON CENTER DR E,NEW HUDSON,OAKLAND,MI,48165-8903,5,Open,,Y,Y,5048,Yes,Available,Yes,Available
-105.150909,39.608119,16215,LITTLETON (SW) CO,5049,WM Supercenter,Retail,1,13420 W COAL MINE AVE,LITTLETON,JEFFERSON,CO,80127-5402,2,Open,,Y,Y,5049,Yes,Available,Yes,Available
-93.288017,30.8661740000001,16216,"DERIDDER, LA",505,WM Supercenter,Retail,1,1125 N PINE ST,DERIDDER,BEAUREGARD,LA,70634-2819,5,Open,,Y,Y,505,Yes,Available,Yes,Available
-104.754675,40.422824,16217,GREELEY (N) CO,5051,WM Supercenter,Retail,1,920 47TH AVE,GREELEY,WELD,CO,80634-2042,2,Open,,Y,Y,5051,No,Available,No,Available
-81.491913,30.3172270000001,16220,"JACKSONVILLE (ATLAN), FL",5054,WM Supercenter,Retail,1,11900 ATLANTIC BLVD,JACKSONVILLE,DUVAL,FL,32225-2920,2,Open,,Y,Y,5054,No,Available,Yes,Available
-81.689112,26.1488370000001,16221,"NAPLES (SE), FL",5055,WM Supercenter,Retail,1,9885 COLLIER BLVD,NAPLES,COLLIER,FL,34114-2638,2,Open,,Y,Y,5055,No,Available,No,Available
-90.986915,30.3304220000001,16222,"PRAIRIEVILLE, LA",5056,WM Supercenter,Retail,1,17585 AIRLINE HWY,PRAIRIEVILLE,ASCENSION,LA,70769-3303,2,Open,,Y,Y,5056,No,Not Available,Yes,Not Available
-86.346306,35.8314490000001,16223,MURFREESBORO TN 11-12-02,5057,WM Supercenter,Retail,1,2900 S RUTHERFORD BLVD,MURFREESBORO,RUTHERFORD,TN,37130-5993,2,Open,,Y,Y,5057,No,Not Available,No,Not Available
-86.629224,36.060954,16224,NASHVILLE M BORO TN,5058,WM Supercenter,Retail,1,3035 HAMILTON CHURCH RD,ANTIOCH,DAVIDSON,TN,37013-1429,2,Open,,Y,Y,5058,No,Available,Yes,Available
-87.515454,36.859343,16225,HOPKINSVILLE SW KY,5059,Neighborhood Market,Retail,1,3106 CANTON STREET,HOPKINSVILLE,CHRISTIAN,KY,42240-1316,2,Open,,Y,Y,5059,No,,No,Not Available
-88.4959939999999,38.682149,16226,FLORA IL,506,WM Supercenter,Retail,1,1540 N WORTHEY ST,FLORA,CLAY,IL,62839-1096,5,Open,,Y,Y,506,No,,No,
-88.339729,42.1552170000001,16227,ALGONQUIN IL,5060,WM Supercenter,Retail,1,1410 S RANDALL RD,ALGONQUIN,MCHENRY,IL,60102-5919,5,Open,,Y,Y,5060,No,Available,Yes,Available
-85.450138,32.6245460000001,16229,AUBURN E AL,5062,Neighborhood Market,Retail,1,2047 E UNIVERSITY DR,AUBURN,LEE,AL,36830-3336,2,Open,,Y,Y,5062,No,,No,Not Available
-80.7319639999999,35.138917,16230,"CHARLOTTE (MATTHEWS), NC",5063,WM Supercenter,Retail,1,1830 GALLERIA BLVD,CHARLOTTE,MECKLENBURG,NC,28270-2409,2,Open,,Y,Y,5063,No,Available,No,Available
-85.510398,42.3318390000001,16231,KALAMAZOO MI 11-11-02,5064,WM Supercenter,Retail,1,6065 GULL RD,KALAMAZOO,KALAMAZOO,MI,49048-9433,5,Open,,Y,Y,5064,No,Available,Yes,Available
-85.685785,42.2930940000001,16232,KALAMAZOO (NW) MI,5065,WM Supercenter,Retail,1,501 N 9TH ST,KALAMAZOO,KALAMAZOO,MI,49009-6594,5,Open,,Y,Y,5065,Yes,Available,Yes,Available
-82.016057,41.4663540000001,16233,AVON OH,5066,WM Supercenter,Retail,1,35901 CHESTER RD,AVON,LORAIN,OH,44011-1069,5,Open,,Y,Y,5066,No,Available,Yes,Available
-84.9090409999999,38.0352060000001,16237,LAWRENCEBURG KY,507,WM Supercenter,Retail,1,1000 BYPASS N,LAWRENCEBURG,ANDERSON,KY,40342-9462,5,Open,,Y,Y,507,No,,No,Available
-115.293821,36.094051,16238,LAS VEGAS (SW2) NV,5070,WM Supercenter,Retail,1,5200 S FORT APACHE RD,LAS VEGAS,CLARK,NV,89148-1722,2,Open,,Y,Y,5070,No,Available,Yes,Available
-98.4803459999999,34.625749,16239,LAWTON OK 11-12-02,5071,WM Supercenter,Retail,1,6301 NW QUANNAH PARKER TRL,LAWTON,COMANCHE,OK,73505-1326,2,Open,,Y,Y,5071,Yes,Available,Yes,Available
-118.300229,33.8570340000001,16240,LOS ANGELES (SO BAY) CA EF,5072,Wal-Mart,Retail,1,19503 NORMANDIE AVE,TORRANCE,LOS ANGELES,CA,90501-1361,2,Open,,Y,Y,5072,No,,Yes,
-122.108382,47.361002,16241,COVINGTON WA,5073,Wal-Mart,Retail,1,17432 SE 270TH PL,COVINGTON,KING,WA,98042-4962,2,Open,,Y,Y,5073,Yes,Available,Yes,Available
-117.297811,33.1770720000001,16243,OCEANSIDE CA,5075,WM Supercenter,Retail,1,3405 MARRON RD,OCEANSIDE,SAN DIEGO,CA,92056-4673,5,Open,,Y,Y,5075,No,,No,Available
-68.732323,44.7743990000001,16244,BREWER ME,5076,WM Supercenter,Retail,1,24 WALTON DR,BREWER,PENOBSCOT,ME,04412-1001,2,Open,,Y,Y,5076,Yes,Available,Yes,Available
-74.404102,40.907201,16245,"BOONTON, NJ",5077,Wal-Mart,Retail,1,300 WOOTTON ST,BOONTON,MORRIS,NJ,07005-1925,2,Open,,Y,Y,5077,No,,No,
-120.597267,46.582977,16246,"YAKIMA (W), WA",5078,WM Supercenter,Retail,1,6600 W NOB HILL BLVD,YAKIMA,YAKIMA,WA,98908-1976,2,Open,,Y,Y,5078,Yes,Available,Yes,Available
-89.188748,30.3356810000001,16247,"PASS CHRISTIAN, MS",5079,WM Supercenter,Retail,1,1617 E BEACH BLVD,PASS CHRISTIAN,HARRISON,MS,39571-4914,2,Open,,Y,Y,5079,No,Not Available,Yes,Not Available
-99.1672139999999,30.062871,16248,KERRVILLE TX,508,WM Supercenter,Retail,1,1216 JUNCTION HWY,KERRVILLE,KERR,TX,78028-4906,5,Open,,Y,Y,508,No,,No,Available
-97.183813,32.8472350000001,16249,HURST TX,5080,WM Supercenter,Retail,1,1732 PRECINCT LINE RD,HURST,TARRANT,TX,76054-3165,2,Open,,Y,Y,5080,No,Available,Yes,Available
-89.924225,29.934108,16250,MERAUX JUDGE PEREZ LA,5081,Neighborhood Market,Retail,1,2500 ARCHBISHOP HANNAN BLVD,MERAUX,ST. BERNARD,LA,70075-0000,2,Open,,Y,Y,5081,No,Not Available,Yes,Not Available
-81.744403,41.3823540000001,16251,PARMA OH,5082,WM Supercenter,Retail,1,8303 W RIDGEWOOD DR,PARMA,CUYAHOGA,OH,44129-5524,5,Open,,Y,Y,5082,Yes,Available,Yes,Available
-81.4405849999999,41.518921,16252,MAYFIELD HEIGHTS OH,5083,Wal-Mart,Retail,1,6594 MAYFIELD RD,MAYFIELD HEIGHTS,CUYAHOGA,OH,44124-3218,2,Open,,Y,Y,5083,No,,Yes,Not Available
-81.035471,35.255416,16254,"BELMONT, NC",5085,WM Supercenter,Retail,1,701 HAWLEY AVE,BELMONT,GASTON,NC,28012-3382,2,Open,,Y,Y,5085,No,Not Available,No,Not Available
-78.671277,33.8296810000001,16256,NO. MYRTLE BEACH SC,5087,WM Supercenter,Retail,1,550 HIGHWAY 17 N,NORTH MYRTLE BEACH,HORRY,SC,29582-2904,2,Open,,Y,Y,5087,No,Not Available,No,Not Available
-80.6052329999999,40.0582670000001,16257,"TRIDELPHIA, WV",5088,WM Supercenter,Retail,1,450 STEWART LN,TRIADELPHIA,OHIO,WV,26059-1020,2,Open,,Y,Y,5088,No,,Yes,Available
-93.040363,44.8165010000001,16258,INVER GROVE HEIGHTS MN,5089,Wal-Mart,Retail,1,9165 CAHILL AVE,INVER GROVE HEIGHTS,DAKOTA,MN,55076-3542,2,Open,,Y,Y,5089,No,Available,No,Available
-82.937394,39.842047,16259,Optical Labs Virtual Store,509,Other,Retail,1,2525 ROHR ROAD,LOCKBOURNE,FRANKLIN,OH,43137-0000,2,Open,,,,509,,,,
-88.102722,44.432731,16260,"GREEN BAY, WI",5090,WM Supercenter,Retail,1,1415 LAWRENCE DR,DE PERE,BROWN,WI,54115-3927,2,Open,,Y,Y,5090,Yes,Available,Yes,Available
-95.697861,29.975942,16261,HOUSTON ROSEHILL TX,5091,WM Supercenter,Retail,1,26270 NORTHWEST FWY,CYPRESS,HARRIS,TX,77429-1761,2,Open,,Y,Y,5091,No,Available,No,Available
-96.9911769999999,33.000521,16262,LEWISVILLE (SE) TX,5092,WM Supercenter,Retail,1,190 E ROUND GROVE RD,LEWISVILLE,DENTON,TX,75067-8301,2,Open,,Y,Y,5092,No,Available,Yes,Available
-95.977135,36.0993120000001,16263,"TULSA (PEORIA), OK",5093,Neighborhood Market,Retail,1,4404 S PEORIA AVE,TULSA,WAGONER,OK,74105-3926,2,Open,,Y,Y,5093,No,Available,No,Available
-95.4954279999999,29.6744360000001,16264,"HOUSTON (BRAESWOOD), TX",5094,Neighborhood Market,Retail,1,9700 HILLCROFT ST,HOUSTON,HARRIS,TX,77096-3808,2,Open,,Y,Y,5094,Yes,Available,Yes,Available
-72.7135519999999,41.739808,16265,"HARTFORD, CT",5095,WM Supercenter,Retail,1,495 FLATBUSH AVENUE,HARTFORD,HARTFORD,CT,06106-3601,5,Open,,Y,Y,5095,Yes,Available,Yes,Available
-116.384743,33.798211,16266,"PALM DESERT (C.CITY), CA",5096,WM Supercenter,Retail,1,34500 MONTEREY AVE,PALM DESERT,RIVERSIDE,CA,92211-2089,2,Open,,Y,Y,5096,No,Available,No,Available
-83.969544,43.4897960000001,16267,SAGINAW MI,5097,WM Supercenter,Retail,1,5650 BAY RD,SAGINAW,SAGINAW,MI,48604-2510,2,Open,,Y,Y,5097,No,,Yes,
-88.162311,30.649576,16268,"MOBILE (UNIVERSITY), AL",5098,Neighborhood Market,Retail,1,1970 S UNIVERSITY BLVD,MOBILE,MOBILE,AL,36609-2924,2,Open,,Y,Y,5098,No,,Yes,Available
-108.581664,39.0762570000001,16269,GRAND JUNCTION (W) CO,5099,WM Supercenter,Retail,1,2545 RIMROCK AVE,GRAND JUNCTION,MESA,CO,81505-8664,2,Open,,Y,Y,5099,Yes,Available,Yes,Available
-91.945748,38.864222,16270,FULTON MO,51,WM Supercenter,Retail,1,1701 N BLUFF ST,FULTON,CALLAWAY,MO,65251-2499,5,Open,,Y,Y,51,No,,No,
-83.8505289999999,34.291749,16271,GAINESVILLE GA,510,WM Supercenter,Retail,1,400 SHALLOWFORD RD NW,GAINESVILLE,HALL,GA,30504-4152,5,Open,,Y,Y,510,No,,No,Available
-86.684501,33.6373980000001,16272,"CENTER POINT (20TH), AL",5100,Neighborhood Market,Retail,1,1916 CENTER POINT PKWY,BIRMINGHAM,JEFFERSON,AL,35215-4512,2,Open,,Y,Y,5100,No,,No,
-115.994849,36.2149870000001,16273,PAHRUMP NV,5101,WM Supercenter,Retail,1,300 S HIGHWAY 160,PAHRUMP,NYE,NV,89048-2132,2,Open,,Y,Y,5101,No,,No,Available
-90.053773,29.913373,16274,GRETNA WESTBANK EXPY LA,5102,Neighborhood Market,Retail,1,99 WESTBANK EXPY,GRETNA,JEFFERSON,LA,70053-3663,2,Open,,Y,Y,5102,No,Not Available,No,Not Available
-75.099474,40.031617,16275,PHILADELPHIA (NE) PA,5103,Wal-Mart,Retail,1,4600 ROOSEVELT BLVD BLDG G,PHILADELPHIA,PHILADELPHIA,PA,19124-2340,2,Open,,Y,Y,5103,Yes,Available,Yes,Available
-84.201791,39.7113410000001,16276,KETTERING OH,5104,WM Supercenter,Retail,1,1701 W DOROTHY LN,MORAINE,MONTGOMERY,OH,45439-1838,2,Open,,Y,Y,5104,No,Available,Yes,
-78.187744,38.960135,16277,"FRONT ROYAL, VA",5105,WM Supercenter,Retail,1,10 RIVERTON COMMONS DR,FRONT ROYAL,WARREN,VA,22630-6718,2,Open,,Y,Y,5105,Yes,Available,Yes,Available
-81.209084,28.6133620000001,16278,OVIEDO FL,5106,Neighborhood Market,Retail,1,4255 ALAFAYA TRL,OVIEDO,SEMINOLE,FL,32765-9410,2,Open,,Y,Y,5106,No,,Yes,Available
-86.714018,36.2639810000001,16279,NASHVILLE (GALLATIN) TN,5107,Neighborhood Market,Retail,1,109 GALLATIN PIKE N,MADISON,SUMNER,TN,37115-3701,2,Open,,Y,Y,5107,Yes,,No,Available
-106.282978,31.7832680000001,16280,"EL PASO (PEBBLE HILL), TX",5108,Neighborhood Market,Retail,1,3000 SAUL KLEINFELD DR,EL PASO,EL PASO,TX,79936-0989,2,Open,,Y,Y,5108,No,,Yes,
-111.988938,40.6706090000001,16281,"WEST VALLEY CITY (3), UT",5109,Neighborhood Market,Retail,1,4570 S 4000 W,WEST VALLEY CITY,SALT LAKE,UT,84120-6232,2,Open,,Y,Y,5109,Yes,Available,Yes,Available
-80.389602,33.960088,16282,SUMTER SC,511,WM Supercenter,Retail,1,1283 BROAD ST,SUMTER,SUMTER,SC,29150-1973,5,Open,,Y,Y,511,No,Available,Yes,Available
-111.852489,40.5267380000001,16283,DRAPER (1300/12300) UT,5110,Neighborhood Market,Retail,1,1360 DRAPER PKWY,DRAPER,SALT LAKE,UT,84020-8567,2,Open,,Y,Y,5110,No,,No,Available
-74.424831,40.637931,16284,WATCHUNG NJ,5111,Wal-Mart,Retail,1,1501 US HIGHWAY 22,WATCHUNG,SOMERSET,NJ,07069-6507,2,Open,,Y,Y,5111,No,,Yes,
-86.277232,33.6093930000001,16286,"PELL CITY, AL",5113,WM Supercenter,Retail,1,165 VAUGHAN LN,PELL CITY,ST. CLAIR,AL,35125-7808,2,Open,,Y,Y,5113,No,Available,No,Available
-90.622671,41.557447,16288,DAVENPORT (W) IA,5115,WM Supercenter,Retail,1,3101 W KIMBERLY RD,DAVENPORT,SCOTT,IA,52806-3400,2,Open,,Y,Y,5115,No,Available,Yes,Available
-95.100045,29.666925,16289,LA PORTE TX,5116,WM Supercenter,Retail,1,9025 SPENCER HWY,LA PORTE,HARRIS,TX,77571-3870,2,Open,,Y,Y,5116,Yes,Available,Yes,Available
-78.933084,38.0678310000001,16290,WAYNESBORO VA,5117,WM Supercenter,Retail,1,116 LUCY LN,WAYNESBORO,WAYNESBORO CITY,VA,22980-3275,2,Open,,Y,Y,5117,No,Available,Yes,Available
-78.777768,35.912243,16291,RALEIGH NC,5118,WM Supercenter,Retail,1,10050 GLENWOOD AVE,RALEIGH,WAKE,NC,27617-8436,2,Open,,Y,Y,5118,Yes,Available,Yes,Available
-86.7455869999999,36.0421850000001,16292,NASHVILLE (EDMONDSON) TN,5119,Neighborhood Market,Retail,1,5531 EDMONDSON PIKE,NASHVILLE,DAVIDSON,TN,37211-5808,2,Open,,Y,Y,5119,No,Available,No,Available
